ENSG00000148288 GBGT1 gene_1
ENSG00000260232 PWRN4 gene_2098
ENSG00000197471 SPN gene_2099
ENSG00000155621 C9orf85 gene_2100
ENSG00000223208 RNU6-1217P gene_2101
ENSG00000126950 TMEM35 gene_2102
ENSG00000158856 DMTN gene_2103
ENSG00000235313 HM13-IT1 gene_2104
ENSG00000103495 MAZ gene_2105
ENSG00000120903 CHRNA2 gene_2106
ENSG00000233248 MTND6P9 gene_2107
ENSG00000107485 GATA3 gene_2108
ENSG00000172339 ALG14 gene_2109
ENSG00000100991 TRPC4AP gene_2110
ENSG00000263945 MIR548Y gene_2111
ENSG00000152402 GUCY1A2 gene_2112
ENSG00000019995 ZRANB1 gene_2113
ENSG00000007923 DNAJC11 gene_2114
ENSG00000113905 HRG gene_2115
ENSG00000227361 RPS24P7 gene_2116
ENSG00000222640 RNU2-51P gene_2117
ENSG00000196263 ZNF471 gene_2118
ENSG00000154153 FAM134B gene_2119
ENSG00000239211 RN7SL563P gene_2120
ENSG00000206887 RNU6-1008P gene_2121
ENSG00000185904 LINC00839 gene_2122
ENSG00000080511 RDH8 gene_2123
ENSG00000254642 COX6CP5 gene_2124
ENSG00000088766 CRLS1 gene_2125
ENSG00000197299 BLM gene_2126
ENSG00000237175 NME1P1 gene_2127
ENSG00000243137 PSG4 gene_2128
ENSG00000221120 MIR1224 gene_2129
ENSG00000260811 OR4C45 gene_2130
ENSG00000166930 MS4A5 gene_2131
ENSG00000263179 HNRNPCP4 gene_2132
ENSG00000221883 ARIH2OS gene_2133
ENSG00000255850 TMEM5-AS1 gene_2134
ENSG00000105131 EPHX3 gene_2135
ENSG00000244607 CCDC13 gene_2136
ENSG00000144730 IL17RD gene_2137
ENSG00000213297 ZNF625-ZNF20 gene_2138
ENSG00000248724 NPHP3-AS1 gene_2139
ENSG00000225899 FRG2B gene_2140
ENSG00000207990 MIR182 gene_2141
ENSG00000078747 ITCH gene_2142
ENSG00000175198 PCCA gene_2143
ENSG00000084676 NCOA1 gene_2144
ENSG00000237451 CDK2AP2P2 gene_2145
ENSG00000137218 FRS3 gene_2146
ENSG00000135447 PPP1R1A gene_2147
ENSG00000232950 ZNF519P1 gene_2148
ENSG00000202534 RNU6-1329P gene_2149
ENSG00000067113 PLPP1 gene_2150
ENSG00000276765 MIR8073 gene_2151
ENSG00000205176 REXO1L1P gene_2152
ENSG00000107984 DKK1 gene_2153
ENSG00000251566 HMGB1P35 gene_2154
ENSG00000224916 APOC4-APOC2 gene_2155
ENSG00000011243 AKAP8L gene_2156
ENSG00000233156 HSFY8P gene_2157
ENSG00000254388 DUTP2 gene_2158
ENSG00000059588 TARBP1 gene_2159
ENSG00000223152 RNU4-88P gene_2160
ENSG00000149633 KIAA1755 gene_2161
ENSG00000188076 SCGB1C1 gene_2162
ENSG00000227108 IGHD1-14 gene_2163
ENSG00000162105 SHANK2 gene_2164
ENSG00000104859 CLASRP gene_2165
ENSG00000173193 PARP14 gene_2166
ENSG00000172594 SMPDL3A gene_2167
ENSG00000241478 HSPA8P9 gene_2168
ENSG00000260941 LINC00622 gene_2169
ENSG00000215480 OR7E37P gene_2170
ENSG00000224466 CDCA4P2 gene_2171
ENSG00000113211 PCDHB6 gene_2172
ENSG00000169758 TMEM266 gene_2173
ENSG00000252523 RNU6-267P gene_2174
ENSG00000241095 CYP51A1P1 gene_2175
ENSG00000204577 LILRB3 gene_2176
ENSG00000264934 MIR4265 gene_2177
ENSG00000159459 UBR1 gene_2178
ENSG00000265185 SNORD3B-1 gene_2179
ENSG00000254146 HMGB1P46 gene_2180
ENSG00000114388 NPRL2 gene_2181
ENSG00000041802 LSG1 gene_2182
ENSG00000255329 H2AFZP4 gene_2183
ENSG00000207490 RNU6-987P gene_2184
ENSG00000224795 NTM-AS1 gene_2185
ENSG00000277547 MIR6751 gene_2186
ENSG00000124333 VAMP7 gene_2187
ENSG00000158092 NCK1 gene_2188
ENSG00000232973 CYP1B1-AS1 gene_2189
ENSG00000227633 RBMY2YP gene_2190
ENSG00000135966 TGFBRAP1 gene_2191
ENSG00000224650 IGHV3-74 gene_2192
ENSG00000147606 SLC26A7 gene_2193
ENSG00000260903 XKR7 gene_2194
ENSG00000188176 SMTNL2 gene_2195
ENSG00000258873 DUXA gene_2196
ENSG00000178081 ULK4P3 gene_2197
ENSG00000169554 ZEB2 gene_2198
ENSG00000172752 COL6A5 gene_2199
ENSG00000232678 SPTLC1P4 gene_2200
ENSG00000113389 NPR3 gene_2201
ENSG00000125503 PPP1R12C gene_2202
ENSG00000244710 RN7SL47P gene_2203
ENSG00000145934 TENM2 gene_2204
ENSG00000164403 SHROOM1 gene_2205
ENSG00000070731 ST6GALNAC2 gene_2206
ENSG00000251706 RNU7-61P gene_2207
ENSG00000112769 LAMA4 gene_2208
ENSG00000241965 RPS2P25 gene_2209
ENSG00000105298 CACTIN gene_2210
ENSG00000168872 DDX19A gene_2211
ENSG00000049883 PTCD2 gene_2212
ENSG00000168148 HIST3H3 gene_2213
ENSG00000252594 RNU6-656P gene_2214
ENSG00000146701 MDH2 gene_2215
ENSG00000147481 SNTG1 gene_2216
ENSG00000112249 ASCC3 gene_2217
ENSG00000164099 PRSS12 gene_2218
ENSG00000110448 CD5 gene_2219
ENSG00000240247 DEFA1B gene_2220
ENSG00000252751 RNU6-143P gene_2221
ENSG00000252936 RNA5SP423 gene_2222
ENSG00000230590 FTX gene_2223
ENSG00000251839 RNU7-12P gene_2224
ENSG00000206262 FOXL2NB gene_2225
ENSG00000221957 KIR2DS4 gene_2226
ENSG00000253040 RNA5SP454 gene_2227
ENSG00000165914 TTC7B gene_2228
ENSG00000093000 NUP50 gene_2229
ENSG00000115446 UNC50 gene_2230
ENSG00000221290 MIR1182 gene_2231
ENSG00000160208 RRP1B gene_2232
ENSG00000266255 MIR4475 gene_2233
ENSG00000135587 SMPD2 gene_2234
ENSG00000162148 PPP1R32 gene_2235
ENSG00000222627 RNU2-37P gene_2236
ENSG00000204392 LSM2 gene_2237
ENSG00000260524 CYP3A52P gene_2238
ENSG00000179950 PUF60 gene_2239
ENSG00000010610 CD4 gene_2240
ENSG00000201294 RNU6-1019P gene_2241
ENSG00000240966 RN7SL681P gene_2242
ENSG00000159461 AMFR gene_2243
ENSG00000239910 RN7SL530P gene_2244
ENSG00000163817 SLC6A20 gene_2245
ENSG00000226913 BSN-AS2 gene_2246
ENSG00000229546 LINC00428 gene_2247
ENSG00000184209 SNRNP35 gene_2248
ENSG00000264810 MIR4441 gene_2249
ENSG00000243900 RN7SL320P gene_2250
ENSG00000238719 RNU7-96P gene_2251
ENSG00000114670 NEK11 gene_2252
ENSG00000163686 ABHD6 gene_2253
ENSG00000229806 RPS15P5 gene_2254
ENSG00000100084 HIRA gene_2255
ENSG00000253097 RNU2-19P gene_2256
ENSG00000228409 CCT6P1 gene_2257
ENSG00000147862 NFIB gene_2258
ENSG00000200926 RNU6-960P gene_2259
ENSG00000231165 TRBV26OR9-2 gene_2260
ENSG00000160072 ATAD3B gene_2261
ENSG00000158402 CDC25C gene_2262
ENSG00000207938 MIR511 gene_2263
ENSG00000185894 BPY2C gene_2264
ENSG00000168906 MAT2A gene_2265
ENSG00000229876 CASC20 gene_2266
ENSG00000264210 MIR4716 gene_2267
ENSG00000115350 POLE4 gene_2268
ENSG00000211783 TRAV9-1 gene_2269
ENSG00000187988 KCTD9P3 gene_2270
ENSG00000232656 IDI2-AS1 gene_2271
ENSG00000200403 RNU6-1099P gene_2272
ENSG00000249859 PVT1 gene_2273
ENSG00000101323 HAO1 gene_2274
ENSG00000100243 CYB5R3 gene_2275
ENSG00000172342 CSPG4P3Y gene_2276
ENSG00000259040 BLOC1S5-TXNDC5 gene_2277
ENSG00000243479 MNX1-AS1 gene_2278
ENSG00000238086 PPP1R26P1 gene_2279
ENSG00000252760 RNA5SP54 gene_2280
ENSG00000232424 USP9YP29 gene_2281
ENSG00000225254 ARMC8P1 gene_2282
ENSG00000102103 PQBP1 gene_2283
ENSG00000198650 TAT gene_2284
ENSG00000279020 C18orf15 gene_2285
ENSG00000170516 COX7B2 gene_2286
ENSG00000170296 GABARAP gene_2287
ENSG00000132170 PPARG gene_2288
ENSG00000276540 REXO1L10P gene_2289
ENSG00000160584 SIK3 gene_2290
ENSG00000109163 GNRHR gene_2291
ENSG00000198502 HLA-DRB5 gene_2292
ENSG00000278221 MIR6511A2 gene_2293
ENSG00000155906 RMND1 gene_2294
ENSG00000186222 BLOC1S4 gene_2295
ENSG00000213022 KLK9 gene_2296
ENSG00000178935 ZNF552 gene_2297
ENSG00000074660 SCARF1 gene_2298
ENSG00000238365 RNU7-57P gene_2299
ENSG00000134815 DHX34 gene_2300
ENSG00000254769 OR4A4P gene_2301
ENSG00000240764 PCDHGC5 gene_2302
ENSG00000197728 RPS26 gene_2303
ENSG00000096093 EFHC1 gene_2304
ENSG00000170396 ZNF804A gene_2305
ENSG00000207308 RNU6-878P gene_2306
ENSG00000137727 ARHGAP20 gene_2307
ENSG00000196547 MAN2A2 gene_2308
ENSG00000266618 MIR4742 gene_2309
ENSG00000202257 RNA5S16 gene_2310
ENSG00000265933 LINC00668 gene_2311
ENSG00000109065 NAT9 gene_2312
ENSG00000171016 PYGO1 gene_2313
ENSG00000183753 BPY2 gene_2314
ENSG00000116199 FAM20B gene_2315
ENSG00000281344 HELLPAR gene_2316
ENSG00000250346 EEF1GP2 gene_2317
ENSG00000133835 HSD17B4 gene_2318
ENSG00000225864 HCG4P11 gene_2319
ENSG00000275014 RN7SL166P gene_2320
ENSG00000242731 FAM86LP gene_2321
ENSG00000250299 MRPS31P4 gene_2322
ENSG00000226051 ZNF503-AS1 gene_2323
ENSG00000239886 KRTAP9-2 gene_2324
ENSG00000117593 DARS2 gene_2325
ENSG00000265503 MIR1269B gene_2326
ENSG00000276203 ANKRD20A3 gene_2327
ENSG00000126870 WDR60 gene_2328
ENSG00000227640 SOX21-AS1 gene_2329
ENSG00000252174 RNU7-18P gene_2330
ENSG00000064205 WISP2 gene_2331
ENSG00000198963 RORB gene_2332
ENSG00000257907 EEF1A1P17 gene_2333
ENSG00000268104 SLC6A14 gene_2334
ENSG00000228146 CASP16P gene_2335
ENSG00000157426 AASDH gene_2336
ENSG00000136143 SUCLA2 gene_2337
ENSG00000049130 KITLG gene_2338
ENSG00000175376 EIF1AD gene_2339
ENSG00000261645 DISC1FP1 gene_2340
ENSG00000252953 RNU6-232P gene_2341
ENSG00000005471 ABCB4 gene_2342
ENSG00000207431 RNU6-906P gene_2343
ENSG00000199836 RNU1-47P gene_2344
ENSG00000222148 RNY4P30 gene_2345
ENSG00000266324 MIR4663 gene_2346
ENSG00000135333 EPHA7 gene_2347
ENSG00000196422 PPP1R26 gene_2348
ENSG00000275111 ZNF2 gene_2349
ENSG00000186687 LYRM7 gene_2350
ENSG00000243649 CFB gene_2351
ENSG00000267795 SMIM22 gene_2352
ENSG00000264400 RN7SL491P gene_2353
ENSG00000236254 MTND4P14 gene_2354
ENSG00000163378 EOGT gene_2355
ENSG00000138075 ABCG5 gene_2356
ENSG00000226759 DAB1-AS1 gene_2357
ENSG00000188690 UROS gene_2358
ENSG00000187191 DAZ3 gene_2359
ENSG00000120802 TMPO gene_2360
ENSG00000141580 WDR45B gene_2361
ENSG00000163738 MTHFD2L gene_2362
ENSG00000243646 IL10RB gene_2363
ENSG00000229140 CCDC26 gene_2364
ENSG00000168116 KIAA1586 gene_2365
ENSG00000214578 HMGN2P15 gene_2366
ENSG00000222154 RN7SKP218 gene_2367
ENSG00000148339 SLC25A25 gene_2368
ENSG00000263988 RN7SL147P gene_2369
ENSG00000161671 EMC10 gene_2370
ENSG00000129255 MPDU1 gene_2371
ENSG00000041982 TNC gene_2372
ENSG00000170854 MINA gene_2373
ENSG00000164603 C7orf60 gene_2374
ENSG00000221033 MIR1272 gene_2375
ENSG00000131233 GJA9 gene_2376
ENSG00000251324 LINC01386 gene_2377
ENSG00000144962 SPATA16 gene_2378
ENSG00000213113 TUBB8P8 gene_2379
ENSG00000173208 ABCD2 gene_2380
ENSG00000213927 CCL27 gene_2381
ENSG00000252289 RNA5SP519 gene_2382
ENSG00000137944 CCBL2 gene_2383
ENSG00000143303 RRNAD1 gene_2384
ENSG00000175336 APOF gene_2385
ENSG00000248704 MTND4P2 gene_2386
ENSG00000200649 RNA5SP343 gene_2387
ENSG00000254709 IGLL5 gene_2388
ENSG00000230487 PSMG3-AS1 gene_2389
ENSG00000057608 GDI2 gene_2390
ENSG00000176124 DLEU1 gene_2391
ENSG00000165985 C1QL3 gene_2392
ENSG00000252087 RN7SKP248 gene_2393
ENSG00000122642 FKBP9 gene_2394
ENSG00000177058 SLC38A9 gene_2395
ENSG00000185972 CCIN gene_2396
ENSG00000148429 USP6NL gene_2397
ENSG00000154096 THY1 gene_2398
ENSG00000222170 RNU6-257P gene_2399
ENSG00000105278 ZFR2 gene_2400
ENSG00000147548 WHSC1L1 gene_2401
ENSG00000112855 HARS2 gene_2402
ENSG00000186496 ZNF396 gene_2403
ENSG00000249206 GCNT1P2 gene_2404
ENSG00000099991 CABIN1 gene_2405
ENSG00000167470 MIDN gene_2406
ENSG00000125122 LRRC29 gene_2407
ENSG00000104177 MYEF2 gene_2408
ENSG00000260339 HEXA-AS1 gene_2409
ENSG00000184381 PLA2G6 gene_2410
ENSG00000212769 HMGN2P8 gene_2411
ENSG00000177354 C10orf71 gene_2412
ENSG00000132975 GPR12 gene_2413
ENSG00000178467 P4HTM gene_2414
ENSG00000154553 PDLIM3 gene_2415
ENSG00000236700 LINC01010 gene_2416
ENSG00000254767 OR2AL1P gene_2417
ENSG00000138449 SLC40A1 gene_2418
ENSG00000240490 RN7SL277P gene_2419
ENSG00000129071 MBD4 gene_2420
ENSG00000170801 HTRA3 gene_2421
ENSG00000115484 CCT4 gene_2422
ENSG00000175602 CCDC85B gene_2423
ENSG00000227198 C6orf47-AS1 gene_2424
ENSG00000186777 ZNF732 gene_2425
ENSG00000200360 RNU6-792P gene_2426
ENSG00000170953 OR8B12 gene_2427
ENSG00000137857 DUOX1 gene_2428
ENSG00000163191 S100A11 gene_2429
ENSG00000239697 TNFSF12 gene_2430
ENSG00000202054 RNA5SP152 gene_2431
ENSG00000102984 ZNF821 gene_2432
ENSG00000092330 TINF2 gene_2433
ENSG00000206891 RNU6-217P gene_2434
ENSG00000212493 SNORD19 gene_2435
ENSG00000134569 LRP4 gene_2436
ENSG00000232585 OFD1P12Y gene_2437
ENSG00000242483 RN7SL293P gene_2438
ENSG00000103266 STUB1 gene_2439
ENSG00000117419 ERI3 gene_2440
ENSG00000199961 SNORD1B gene_2441
ENSG00000151779 NBAS gene_2442
ENSG00000225523 IGKV6D-21 gene_2443
ENSG00000233901 LINC01503 gene_2444
ENSG00000232910 RAB9AP1 gene_2445
ENSG00000213406 ANXA2P1 gene_2446
ENSG00000166763 STRCP1 gene_2447
ENSG00000119042 SATB2 gene_2448
ENSG00000222118 RNA5SP487 gene_2449
ENSG00000221662 MIR1290 gene_2450
ENSG00000182698 RESP18 gene_2451
ENSG00000271108 KATNBL1P5 gene_2452
ENSG00000199015 MIR377 gene_2453
ENSG00000179523 EIF3J-AS1 gene_2454
ENSG00000180884 ZNF792 gene_2455
ENSG00000101342 TLDC2 gene_2456
ENSG00000155393 HEATR3 gene_2457
ENSG00000070831 CDC42 gene_2458
ENSG00000155115 GTF3C6 gene_2459
ENSG00000198670 LPA gene_2460
ENSG00000105185 PDCD5 gene_2461
ENSG00000225880 LINC00115 gene_2462
ENSG00000165186 PTCHD1 gene_2463
ENSG00000104888 SLC17A7 gene_2464
ENSG00000204700 OR2J2 gene_2465
ENSG00000242854 DNM1P24 gene_2466
ENSG00000280109 PLAC4 gene_2467
ENSG00000172716 SLFN11 gene_2468
ENSG00000183022 TPM3P8 gene_2469
ENSG00000225350 FREM2-AS1 gene_2470
ENSG00000199620 RNA5SP258 gene_2471
ENSG00000255776 VDAC2P2 gene_2472
ENSG00000196119 OR8A1 gene_2473
ENSG00000230750 SDAD1P2 gene_2474
ENSG00000198894 CIPC gene_2475
ENSG00000252513 RNU1-128P gene_2476
ENSG00000239521 GATS gene_2477
ENSG00000180772 AGTR2 gene_2478
ENSG00000116030 SUMO1 gene_2479
ENSG00000107815 C10orf2 gene_2480
ENSG00000119772 DNMT3A gene_2481
ENSG00000201684 RN7SKP239 gene_2482
ENSG00000143630 HCN3 gene_2483
ENSG00000089876 DHX32 gene_2484
ENSG00000126653 NSRP1 gene_2485
ENSG00000220517 ASS1P1 gene_2486
ENSG00000238551 RNU6-1193P gene_2487
ENSG00000157350 ST3GAL2 gene_2488
ENSG00000139537 CCDC65 gene_2489
ENSG00000226510 UPK1A-AS1 gene_2490
ENSG00000106399 RPA3 gene_2491
ENSG00000183513 COA5 gene_2492
ENSG00000184985 SORCS2 gene_2493
ENSG00000136541 ERMN gene_2494
ENSG00000234568 BIN2P1 gene_2495
ENSG00000201298 RNU6-1164P gene_2496
ENSG00000148156 ACTL7B gene_2497
ENSG00000124299 PEPD gene_2498
ENSG00000267573 KRT8P5 gene_2499
ENSG00000201413 RNA5SP141 gene_2500
ENSG00000181201 HIST3H2BA gene_2501
ENSG00000225179 LINC00457 gene_2502
ENSG00000165899 OTOGL gene_2503
ENSG00000228122 MTND1P17 gene_2504
ENSG00000198858 R3HDM4 gene_2505
ENSG00000252686 RNU6-1234P gene_2506
ENSG00000242111 TOPORSLP1 gene_2507
ENSG00000232185 CNOT7P2 gene_2508
ENSG00000237130 MRPS6P2 gene_2509
ENSG00000233436 BTBD18 gene_2510
ENSG00000262959 RPL23AP86 gene_2511
ENSG00000250215 CIR1P2 gene_2512
ENSG00000234769 WASH4P gene_2513
ENSG00000128731 HERC2 gene_2514
ENSG00000127507 ADGRE2 gene_2515
ENSG00000252827 RN7SKP11 gene_2516
ENSG00000253241 IGHV3-50 gene_2517
ENSG00000068001 HYAL2 gene_2518
ENSG00000181544 FANCB gene_2519
ENSG00000232568 RPL23AP35 gene_2520
ENSG00000162521 RBBP4 gene_2521
ENSG00000241344 RPL21P47 gene_2522
ENSG00000243103 RN7SL452P gene_2523
ENSG00000169594 BNC1 gene_2524
ENSG00000104915 STX10 gene_2525
ENSG00000180592 SKIDA1 gene_2526
ENSG00000229667 UBE2V1P9 gene_2527
ENSG00000250536 ABHD17AP3 gene_2528
ENSG00000252649 RNA5SP480 gene_2529
ENSG00000198129 DEFB107B gene_2530
ENSG00000132196 HSD17B7 gene_2531
ENSG00000234975 FTH1P2 gene_2532
ENSG00000211896 IGHG1 gene_2533
ENSG00000145919 BOD1 gene_2534
ENSG00000151348 EXT2 gene_2535
ENSG00000266041 MIR4690 gene_2536
ENSG00000143612 C1orf43 gene_2537
ENSG00000252424 RNA5SP384 gene_2538
ENSG00000240606 RN7SL564P gene_2539
ENSG00000117758 STX12 gene_2540
ENSG00000211850 TRAJ39 gene_2541
ENSG00000119661 DNAL1 gene_2542
ENSG00000253964 RPL31P40 gene_2543
ENSG00000163946 FAM208A gene_2544
ENSG00000204860 FAM201A gene_2545
ENSG00000123810 B9D2 gene_2546
ENSG00000230549 USP17L1 gene_2547
ENSG00000264922 MIR4540 gene_2548
ENSG00000202445 RNU6-669P gene_2549
ENSG00000252909 RNU6-201P gene_2550
ENSG00000227541 SFR1P1 gene_2551
ENSG00000138109 CYP2C9 gene_2552
ENSG00000100092 SH3BP1 gene_2553
ENSG00000124177 CHD6 gene_2554
ENSG00000197081 IGF2R gene_2555
ENSG00000222037 IGLC6 gene_2556
ENSG00000243836 WDR86-AS1 gene_2557
ENSG00000132763 MMACHC gene_2558
ENSG00000266412 NCOA4 gene_2559
ENSG00000229704 EIF2S2P2 gene_2560
ENSG00000224578 HNRNPA1P48 gene_2561
ENSG00000270791 DPRXP6 gene_2562
ENSG00000272075 RN7SL828P gene_2563
ENSG00000238704 RNU7-97P gene_2564
ENSG00000281508 CDR1-AS gene_2565
ENSG00000198336 MYL4 gene_2566
ENSG00000119900 OGFRL1 gene_2567
ENSG00000202151 RNY4P28 gene_2568
ENSG00000154174 TOMM70A gene_2569
ENSG00000138594 TMOD3 gene_2570
ENSG00000239893 ZNF736P9Y gene_2571
ENSG00000147613 PSKH2 gene_2572
ENSG00000128789 PSMG2 gene_2573
ENSG00000119669 IRF2BPL gene_2574
ENSG00000227877 MRLN gene_2575
ENSG00000224165 DNAJC27-AS1 gene_2576
ENSG00000102996 MMP15 gene_2577
ENSG00000251372 LINC00499 gene_2578
ENSG00000213753 CENPBD1P1 gene_2579
ENSG00000032444 PNPLA6 gene_2580
ENSG00000240198 ARHGEF3-AS1 gene_2581
ENSG00000199352 RNA5S1 gene_2582
ENSG00000230950 MTND2P21 gene_2583
ENSG00000276550 HERC2P2 gene_2584
ENSG00000200175 RNU6-1309P gene_2585
ENSG00000187957 DNER gene_2586
ENSG00000201649 RNY4P34 gene_2587
ENSG00000260096 DNM1P33 gene_2588
ENSG00000228856 USP17L30 gene_2589
ENSG00000187513 GJA4 gene_2590
ENSG00000232797 FAM207CP gene_2591
ENSG00000148082 SHC3 gene_2592
ENSG00000253352 TUG1 gene_2593
ENSG00000230371 KARSP2 gene_2594
ENSG00000129625 REEP5 gene_2595
ENSG00000231808 LINC01388 gene_2596
ENSG00000135314 KHDC1 gene_2597
ENSG00000234803 FAM197Y2 gene_2598
ENSG00000271231 KRT18P9 gene_2599
ENSG00000184232 OAF gene_2600
ENSG00000211691 TRGJP gene_2601
ENSG00000229950 TFAP2A-AS1 gene_2602
ENSG00000282625 MRPL57P8 gene_2603
ENSG00000253895 IGHVII-44-2 gene_2604
ENSG00000244400 RPS4XP12 gene_2605
ENSG00000259699 HMGB1P8 gene_2606
ENSG00000253831 ETV3L gene_2607
ENSG00000255737 AGAP2-AS1 gene_2608
ENSG00000251998 RNU6-168P gene_2609
ENSG00000250486 FAM218A gene_2610
ENSG00000201931 RNA5SP172 gene_2611
ENSG00000105656 ELL gene_2612
ENSG00000124942 AHNAK gene_2613
ENSG00000278422 RN7SL331P gene_2614
ENSG00000265699 MIR548AE2 gene_2615
ENSG00000208014 MIR653 gene_2616
ENSG00000171773 NXNL1 gene_2617
ENSG00000265617 MIR548AG2 gene_2618
ENSG00000251997 RNA5SP458 gene_2619
ENSG00000158828 PINK1 gene_2620
ENSG00000118707 TGIF2 gene_2621
ENSG00000178662 CSRNP3 gene_2622
ENSG00000183117 CSMD1 gene_2623
ENSG00000189334 S100A14 gene_2624
ENSG00000249183 SUMO2P4 gene_2625
ENSG00000087365 SF3B2 gene_2626
ENSG00000132205 EMILIN2 gene_2627
ENSG00000238765 RNA5SP57 gene_2628
ENSG00000197562 RAB40C gene_2629
ENSG00000207076 RNU6-1113P gene_2630
ENSG00000111725 PRKAB1 gene_2631
ENSG00000258186 SLC7A5P2 gene_2632
ENSG00000268598 VN1R80P gene_2633
ENSG00000204623 ZNRD1-AS1 gene_2634
ENSG00000228601 RPL39P gene_2635
ENSG00000235947 EGOT gene_2636
ENSG00000200444 RNU6-1339P gene_2637
ENSG00000100167 SEPT3 gene_2638
ENSG00000229769 TRBV10-2 gene_2639
ENSG00000231556 RSL24D1P3 gene_2640
ENSG00000187605 TET3 gene_2641
ENSG00000254838 GVINP1 gene_2642
ENSG00000254512 PHBP2 gene_2643
ENSG00000076864 RAP1GAP gene_2644
ENSG00000243050 RPL30P10 gene_2645
ENSG00000159882 ZNF230 gene_2646
ENSG00000140332 TLE3 gene_2647
ENSG00000186891 TNFRSF18 gene_2648
ENSG00000250859 HNRNPKP1 gene_2649
ENSG00000135315 CEP162 gene_2650
ENSG00000132356 PRKAA1 gene_2651
ENSG00000275302 CCL4 gene_2652
ENSG00000140557 ST8SIA2 gene_2653
ENSG00000186642 PDE2A gene_2654
ENSG00000125726 CD70 gene_2655
ENSG00000019549 SNAI2 gene_2656
ENSG00000175416 CLTB gene_2657
ENSG00000167740 CYB5D2 gene_2658
ENSG00000237470 DCLRE1CP1 gene_2659
ENSG00000134548 SPX gene_2660
ENSG00000167797 CDK2AP2 gene_2661
ENSG00000199605 RNY4P24 gene_2662
ENSG00000267151 MIR2117HG gene_2663
ENSG00000259379 MTND5P32 gene_2664
ENSG00000197273 GUCA2A gene_2665
ENSG00000164038 SLC9B2 gene_2666
ENSG00000251223 MTCO1P9 gene_2667
ENSG00000264113 RN7SL784P gene_2668
ENSG00000162772 ATF3 gene_2669
ENSG00000215414 PSMA6P1 gene_2670
ENSG00000198074 AKR1B10 gene_2671
ENSG00000168630 SPINT5P gene_2672
ENSG00000181395 OR5AL1 gene_2673
ENSG00000268529 CYP2T3P gene_2674
ENSG00000222582 RNU2-66P gene_2675
ENSG00000150722 PPP1R1C gene_2676
ENSG00000241186 TDGF1 gene_2677
ENSG00000171451 DSEL gene_2678
ENSG00000114124 GRK7 gene_2679
ENSG00000201379 RNU4-76P gene_2680
ENSG00000239322 ATP6V1B1-AS1 gene_2681
ENSG00000223683 RPSAP65 gene_2682
ENSG00000222651 MIR1469 gene_2683
ENSG00000135469 COQ10A gene_2684
ENSG00000208025 MIR591 gene_2685
ENSG00000207276 RNU6-1160P gene_2686
ENSG00000023909 GCLM gene_2687
ENSG00000126947 ARMCX1 gene_2688
ENSG00000234171 RNASEH1-AS1 gene_2689
ENSG00000149541 B3GAT3 gene_2690
ENSG00000259803 SLC22A31 gene_2691
ENSG00000213639 PPP1CB gene_2692
ENSG00000115165 CYTIP gene_2693
ENSG00000178596 GAPDHP29 gene_2694
ENSG00000142959 BEST4 gene_2695
ENSG00000240392 RPL9P3 gene_2696
ENSG00000140688 C16orf58 gene_2697
ENSG00000225447 RPS15AP10 gene_2698
ENSG00000272536 RN7SL840P gene_2699
ENSG00000236888 RPS20P5 gene_2700
ENSG00000225827 SFTPA3P gene_2701
ENSG00000105520 PLPPR2 gene_2702
ENSG00000167670 CHAF1A gene_2703
ENSG00000268696 ZNF723P gene_2704
ENSG00000178386 ZNF223 gene_2705
ENSG00000200138 RNY1P10 gene_2706
ENSG00000137492 PRKRIR gene_2707
ENSG00000275489 C17orf98 gene_2708
ENSG00000171345 KRT19 gene_2709
ENSG00000196724 ZNF418 gene_2710
ENSG00000233325 MIPEPP3 gene_2711
ENSG00000089335 ZNF302 gene_2712
ENSG00000223843 EFCAB6-AS1 gene_2713
ENSG00000163219 ARHGAP25 gene_2714
ENSG00000266555 MIR3145 gene_2715
ENSG00000149256 TENM4 gene_2716
ENSG00000266242 GRAMD4P7 gene_2717
ENSG00000216035 MIR938 gene_2718
ENSG00000237024 RPL21P33 gene_2719
ENSG00000123609 NMI gene_2720
ENSG00000214290 COLCA2 gene_2721
ENSG00000234354 RPS26P47 gene_2722
ENSG00000071537 SEL1L gene_2723
ENSG00000178217 SH2D4B gene_2724
ENSG00000255582 OR10G2 gene_2725
ENSG00000199765 RNU6-363P gene_2726
ENSG00000132911 NMUR2 gene_2727
ENSG00000242703 CCT4P1 gene_2728
ENSG00000235559 NOP56P1 gene_2729
ENSG00000154889 MPPE1 gene_2730
ENSG00000250662 HNRNPKP5 gene_2731
ENSG00000166822 TMEM170A gene_2732
ENSG00000165588 OTX2 gene_2733
ENSG00000157764 BRAF gene_2734
ENSG00000177103 DSCAML1 gene_2735
ENSG00000132388 UBE2G1 gene_2736
ENSG00000127022 CANX gene_2737
ENSG00000258102 MAP1LC3B2 gene_2738
ENSG00000269742 BNIP3P29 gene_2739
ENSG00000154832 CXXC1 gene_2740
ENSG00000173614 NMNAT1 gene_2741
ENSG00000224368 ARAFP2 gene_2742
ENSG00000231028 LINC00271 gene_2743
ENSG00000157510 AFAP1L1 gene_2744
ENSG00000276368 HIST1H2AJ gene_2745
ENSG00000254703 SENCR gene_2746
ENSG00000168589 DYNLRB2 gene_2747
